peak_number,pc1_lsl_time,pc2_lsl_time,calculated_offset,rr_interval,heart_rate,time_recorded
1348,5810.5422187,5769.1379529,41.40426580000076,0.8583343000000241,69.9028338958356,13:24:39
1349,5811.4364772,5770.0329763,41.403500899999926,0.8950234000003547,67.03735343676625,13:24:40
1350,5812.2824615,5770.8786438,41.40381770000022,0.8456674999997631,70.94987095994206,13:24:41
1351,5813.0998552,5771.6964366,41.403418599999895,0.8177928000004613,73.36821747509413,13:24:42
1352,5813.9010371,5772.4970242,41.40401290000045,0.8005875999997443,74.94495293209533,13:24:43
1353,5814.7325475,5773.3295656,41.40298189999976,0.8325414000000819,72.06848812562846,13:24:43
1354,5815.6262319,5774.2231635,41.40306839999994,0.8935978999998042,67.14429387089332,13:24:44
1355,5816.5037191,5775.1007706,41.40294850000009,0.8776071000002048,68.36772400768635,13:24:45
1356,5817.3575076,5775.9548366,41.40267099999983,0.8540659999998752,70.2521819156936,13:24:46
1357,5818.2619325,5776.8582316,41.40370089999942,0.9033950000002733,66.41613026415007,13:24:47
1358,5819.1397015,5777.7358623,41.40383920000022,0.8776306999998269,68.3658855598509,13:24:48
1359,5819.9549614,5778.551014,41.403947400000106,0.8151516999996602,73.60593126411318,13:24:49
1360,5820.7420608,5779.3394008,41.40266000000065,0.7883867999998984,76.10477496580071,13:24:49
1361,5821.5592847,5780.1553706,41.40391409999938,0.8159698000008575,73.53213317445933,13:24:50
1362,5822.3803265,5780.9770869,41.403239599999324,0.8217162999999346,73.01790167726352,13:24:51
1363,5823.2574815,5781.8535965,41.40388499999972,0.8765095999997357,68.45332897667988,13:24:52
1364,5824.1189863,5782.7152217,41.403764599999704,0.8616252000001623,69.63584630531778,13:24:53
1365,5824.9356879,5783.5314573,41.40423060000012,0.8162355999993451,73.50818807712888,13:24:54
1366,5825.7981882,5784.3938483,41.404339900000195,0.8623910000005708,69.57400993280343,13:24:55
1367,5826.6285513,5785.2258138,41.40273750000051,0.8319654999995691,72.11837510092795,13:24:55
1368,5827.4315184,5786.0274747,41.40404369999942,0.8016609000005701,74.84461322731012,13:24:56
1369,5828.2018186,5786.7980426,41.4037759999992,0.77056790000006,77.86465021446563,13:24:57
1370,5828.9419849,5787.5383004,41.403684500000054,0.740257799999199,81.05284402280519,13:24:58
1371,5829.7272414,5788.3229632,41.40427819999968,0.7846628000006604,76.46596729187303,13:24:58
1372,5830.5581036,5789.154784,41.40331960000003,0.8318208000000595,72.13092050594997,13:24:59
1373,5831.5908773,5790.1871792,41.40369809999993,1.0323951999998826,58.11727911947559,13:25:00
1374,5832.592622,5791.1890745,41.40354750000006,1.0018952999998874,59.8864971220114,13:25:01
1375,5833.5151329,5792.1115652,41.40356770000017,0.9224906999997984,65.04130610749043,13:25:02
1376,5834.423332,5793.0195402,41.40379180000036,0.9079750000000786,66.08111456812667,13:25:03
1377,5835.2842214,5793.8800911,41.40413030000036,0.8605508999999074,69.72277874557618,13:25:04
1378,5836.146559,5794.7432724,41.403286599999774,0.8631813000001785,69.51031029053524,13:25:05
1379,5836.9311426,5795.5268153,41.40432730000066,0.7835428999997021,76.5752583553789,13:25:06
1380,5837.6997193,5796.2955034,41.404215900000054,0.768688099999963,78.05506550706703,13:25:06
1381,5838.4098246,5797.0051421,41.40468250000049,0.7096387000001414,84.55006752025791,13:25:07
1382,5839.1033181,5797.6988341,41.40448400000059,0.6936919999998281,86.49371767299445,13:25:08
1383,5839.8251301,5798.4209526,41.404177499999605,0.7221185000007608,83.08885591483501,13:25:09
1384,5840.5635381,5799.1591469,41.404391199999736,0.7381943000000319,81.27941383453842,13:25:09
1385,5841.3502807,5799.9467934,41.40348730000005,0.7876464999999371,76.1763049794607,13:25:10
1386,5842.2285363,5800.8249533,41.40358300000025,0.8781598999994458,68.32468665448954,13:25:11
1387,5843.109865,5801.7058663,41.40399870000056,0.8809129999999641,68.11115286072796,13:25:12
1388,5843.9993554,5802.5964444,41.40291100000013,0.8905781000003117,67.37196883684766,13:25:13
1389,5844.8758026,5803.4712439,41.40455869999914,0.8747995000003357,68.5871448257309,13:25:14
1390,5845.7688485,5804.3646327,41.4042158000002,0.8933887999992294,67.16000916963785,13:25:15
1391,5846.6929593,5805.2891825,41.40377680000074,0.9245498000000225,64.89645014254347,13:25:15
1392,5847.5843988,5806.1804315,41.40396729999975,0.8912490000002435,67.32125365636719,13:25:16
1393,5848.4604883,5807.0579007,41.402587600000516,0.8774691999997231,68.37846844085118,13:25:17
1394,5849.3384453,5807.9345814,41.40386390000003,0.8766807000001791,68.43996907880799,13:25:18
1395,5850.215481,5808.8121877,41.40329329999986,0.8776063000004797,68.36778632966423,13:25:19
1396,5851.0484773,5809.6457291,41.40274820000013,0.8335413999993762,71.98202752742084,13:25:20
1397,5851.8476792,5810.4433494,41.40432979999969,0.7976203000007445,75.22376248441019,13:25:21
1398,5852.6651053,5811.2621846,41.40292069999941,0.8188351999997394,73.2748176922769,13:25:21
1399,5853.5106104,5812.1075431,41.40306729999975,0.8453584999997474,70.97580493958235,13:25:22
1400,5854.3939581,5812.9901531,41.40380500000083,0.8826099999996586,67.98019510318625,13:25:23
1401,5855.241431,5813.8373486,41.404082400000334,0.8471955000004527,70.82190592368342,13:25:24
1402,5856.1186033,5814.7140356,41.40456770000037,0.8766869999999471,68.43947725927681,13:25:25
1403,5857.0116471,5815.6078454,41.40380170000026,0.8938097999998718,67.12837563428887,13:25:26
