Marker_Number,Local_Time,LSL_Time,HR,Detection_Delay_ms
132,1732539032.9649084,2543.9194224,50.0663170090849,0.04910000006930204
133,1732539035.3334136,2546.2880871,50.0663170090849,0.004800000169780105
134,1732539036.4205298,2547.3756594,55.174920129704645,0.012800000149582047
135,1732539037.4859276,2548.4408493,56.33222039644053,0.014900000223860843
136,1732539038.5070603,2549.4613719,58.784766045441636,0.007500000265281415
137,1732539039.52636,2550.4814692,58.823033452856194,0.009500000032858225
138,1732539040.5937839,2551.5483155,56.23377655547913,0.005299999884300632
139,1732539041.7666268,2552.721174,51.15637711558953,0.004200000148557592
140,1732539043.0274146,2553.981559,47.61087819693797,0.012699999842880061
141,1732539044.264431,2555.219004,48.480570441785936,0.0054000001910026185
142,1732539045.4775217,2556.4318509,49.470423241730586,0.004900000021734741
143,1732539046.6301324,2557.5844173,52.06012319507462,0.007200000254670158
144,1732539047.738058,2558.6930562,54.118123086092055,0.004999999873689376
145,1732539048.807181,2559.7622395,56.125730616687456,0.010100000054080738
146,1732539049.8384523,2560.7931119,58.1938942966184,0.004499999704421498
147,1732539051.038448,2561.9927786,50.016772290962884,0.008200000138458563
148,1732539052.3020914,2563.256575,47.47938662647512,0.013099999705445953
149,1732539053.498081,2564.4527706,50.157544848360594,0.013800000033370452
150,1732539054.6834283,2565.6375646,50.6446558239931,0.014700000065204222
151,1732539055.814406,2566.7691181,53.022400550291756,0.009299999874201603
152,1732539056.917902,2567.8722248,54.384841276938495,0.0320999997711624
153,1732539058.1611135,2569.1161677,48.238149816122124,0.010799999927257886
154,1732539059.3473516,2570.3020543,50.59750594772952,0.010400000064691994
155,1732539060.3306925,2571.2849443,61.036621566029005,0.007099999947968172
156,1732539061.3942246,2572.3491204,56.38758570912265,0.01939999992828234
157,1732539062.5781288,2573.5328108,50.68228491958575,0.004600000011123484
158,1732539063.7289855,2574.6832329,52.164432724839564,0.01250000013897079
159,1732539064.87261,2575.8271106,52.45238045076717,0.013699999726668466
160,1732539065.9946258,2576.9497531,53.4432268592817,0.0106999996205559
161,1732539067.0728025,2578.0273483,55.67159991268958,0.00470000031782547
162,1732539068.1442037,2579.0984944,56.02068806663888,0.01049999991664663
163,1732539069.2060802,2580.1607822,56.50899307661636,0.020599999970727367
164,1732539070.1462355,2581.1006876,63.81532695251934,0.016899999991437653
165,1732539071.1529632,2582.1077426,59.5677111633131,0.011999999969702912
166,1732539072.2295382,2583.1843677,55.729063867814325,0.010200000360782724
167,1732539073.2835147,2584.2385859,56.91073721599457,0.00670000008540228
168,1732539074.3789322,2585.3337046,54.793044388312765,0.011199999789823778
169,1732539075.5554373,2586.5095856,51.02260352359529,0.005999999757477781
170,1732539076.7404332,2587.6946889,50.6312450476136,0.012200000128359534
171,1732539077.8598049,2588.8141344,53.59957792119746,0.012100000276404899
172,1732539078.9670491,2589.9217643,54.17192924388935,0.021500000002561137
173,1732539079.9893732,2590.9443873,58.66277615134275,0.004699999863078119
174,1732539081.0381522,2591.9927421,57.25491865078307,0.024699999812582973
175,1732539082.0780034,2593.0326022,57.676812594762175,0.006100000064179767
176,1732539083.1230743,2594.07763,57.42593967978953,0.023999999939405825
177,1732539084.0866747,2595.0418084,62.23053529980219,0.0152000002344721
178,1732539086.0837595,2597.038727,30.045731105033706,0.012099999821657548
179,1732539087.6306822,2598.5854345,38.78677050488361,0.004600000011123484
180,1732539091.2159927,2602.1710999,38.78677050488361,0.02210000002378365
181,1732539092.8908813,2603.8457508,35.822014024679966,0.01159999965238967
182,1732539093.991872,2604.9465991,54.50144215357966,0.00959999988481286
183,1732539095.0502334,2606.0045139,56.716746923998585,0.010100000054080738
184,1732539096.1062517,2607.0612095,56.79594749554836,0.02410000024610781
185,1732539097.1103783,2608.0649512,59.7622359443014,0.012800000149582047
186,1732539098.3278992,2609.2825713,49.29340370460479,0.024899999971239595
187,1732539101.425128,2612.379577,49.29340370460479,0.017299999854003545
188,1732539104.3109915,2615.2660603,49.29340370460479,0.04660000013245735
189,1732539106.6809478,2617.6358483,49.29340370460479,0.005500000042957254
190,1732539109.120615,2620.0751417,49.29340370460479,0.022400000034394907
191,1732539111.6438959,2622.598211,49.29340370460479,0.0054000001910026185
192,1732539113.7360902,2624.690729,49.29340370460479,0.019899999642802868
193,1732539116.027928,2626.982305,49.29340370460479,0.03059999971810612
194,1732539118.7973747,2629.7519243,49.29340370460479,0.02499999982319423
195,1732539121.2937763,2632.2479785,49.29340370460479,0.024200000098062446
196,1732539123.6710534,2634.6261023,49.29340370460479,0.004600000011123484
197,1732539126.6028364,2637.5579206,49.29340370460479,0.023800000235496555
198,1732539129.6221883,2640.576687,49.29340370460479,0.022899999748915434
199,1732539132.9518087,2643.9060697,49.29340370460479,0.010599999768601265
200,1732539136.316441,2647.2712057,49.29340370460479,0.023600000076839933
201,1732539139.9038072,2650.8589469,49.29340370460479,0.004900000021734741
202,1732539143.1428683,2654.0980608,49.29340370460479,0.005599999894911889
203,1732539145.4688814,2656.4232586,49.29340370460479,0.024700000267330324
204,1732539147.6583705,2658.6132366,49.29340370460479,0.024499999653926352
205,1732539150.0875654,2661.0425745,49.29340370460479,0.024899999971239595
206,1732539152.427739,2663.3824784,49.29340370460479,0.00580000005356851
207,1732539154.5395954,2665.4943161,49.29340370460479,0.01810000003388268
208,1732539157.0176828,2667.9723123,49.29340370460479,0.025100000129896216
209,1732539160.0885098,2671.0430779,49.29340370460479,0.02480000011928496
210,1732539163.05643,2674.0113081,49.29340370460479,0.004900000021734741
211,1732539166.0331464,2676.9873973,49.29340370460479,0.00580000005356851
212,1732539171.2550004,2682.2098281,49.29340370460479,0.005699999746866524
213,1732539173.885163,2684.8399492,49.29340370460479,0.005700000201613875
214,1732539174.4402153,2685.3952159,108.0752960587571,0.007100000402715523
215,1732539174.6976283,2685.6528031,233.19082782765705,0.029299999823706457
216,1732539175.0010853,2685.9555836,198.23675018592726,0.036500000078376615
217,1732539176.686269,2687.6409637,35.59796090133264,0.02480000011928496
218,1732539180.8344843,2691.7893265,35.59796090133264,0.03199999991920777
219,1732539185.0311143,2695.9855011,35.59796090133264,0.004500000159168849
220,1732539187.737524,2698.6918649,35.59796090133264,0.026599999728205148
221,1732539190.5164657,2701.4712057,35.59796090133264,0.008399999842367833
222,1732539193.4244661,2704.3790396,35.59796090133264,0.022900000203662785
223,1732539196.3819602,2707.3368113,35.59796090133264,0.02210000002378365
224,1732539199.4720685,2710.4273115,35.59796090133264,0.030899999728717376
225,1732539203.1278799,2714.0827564,35.59796090133264,0.005699999746866524
226,1732539206.364866,2717.3195429,35.59796090133264,0.005100000180391362
227,1732539209.9490829,2720.9040744,35.59796090133264,0.027100000352220377
228,1732539212.4507582,2723.4055266,35.59796090133264,0.025300000288552837
229,1732539215.5315459,2726.486538,35.59796090133264,0.022200000330485636
230,1732539218.7979372,2729.7526742,35.59796090133264,0.04430000035426929
231,1732539221.2622967,2732.217402,35.59796090133264,0.026200000320386607
232,1732539223.8202794,2734.7745504,35.59796090133264,0.024899999971239595
233,1732539226.612951,2737.568162,35.59796090133264,0.02229999972769292
234,1732539229.2096848,2740.163949,35.59796090133264,0.022599999738304177
235,1732539230.9707913,2741.9258745,34.05553197209655,0.024599999960628338
236,1732539233.8385031,2744.7932423,34.05553197209655,0.00580000005356851
237,1732539236.320436,2747.2749942,34.05553197209655,0.005200000032345997
238,1732539238.8593702,2749.8138921,34.05553197209655,0.02610000001368462
239,1732539241.4112027,2752.3661131,34.05553197209655,0.07890000006227638
240,1732539244.1106598,2755.0655614,34.05553197209655,0.007499999810534064
241,1732539247.5467544,2758.5013471,34.05553197209655,0.005999999757477781
242,1732539250.6922188,2761.6473807,34.05553197209655,0.02230000018244027
243,1732539253.6342862,2764.5890488,34.05553197209655,0.006399999620043673
244,1732539256.4979763,2767.4526185,34.05553197209655,0.0297000001410197
245,1732539259.4023914,2770.357244,34.05553197209655,0.024499999653926352
246,1732539262.0234878,2772.978097,34.05553197209655,0.01720000000204891
247,1732539264.2663295,2775.2213923,34.05553197209655,0.02080000012938399
248,1732539266.7606602,2777.7155357,34.05553197209655,0.028399999791872688
249,1732539268.944927,2779.9000971,34.05553197209655,0.05580000015470432
250,1732539271.4415967,2782.3965382,34.05553197209655,0.012399999832268804
251,1732539274.2744856,2785.2296297,34.05553197209655,0.034700000014709076
252,1732539277.4650733,2788.419843,34.05553197209655,0.013699999726668466
253,1732539281.4162593,2792.3713206,34.05553197209655,0.024400000256719068
254,1732539285.4107432,2796.3653517,34.05553197209655,0.02900000026784255
255,1732539288.9224849,2799.8777237,34.05553197209655,0.02519999998185085
256,1732539292.6992106,2803.6544352,34.05553197209655,0.009800000043469481
257,1732539295.6226094,2806.5775893,34.05553197209655,0.004500000159168849
258,1732539297.8548975,2808.8093091,34.05553197209655,0.0227999998969608
259,1732539300.0195012,2810.974256,34.05553197209655,0.007900000127847306
