peak_number,pc1_lsl_time,pc2_lsl_time,calculated_offset,rr_interval,heart_rate,time_recorded
190,7103.5535718,7150.7825153,-47.22894350000024,0.8295434999999998,72.32893754215424,17:37:46
191,7104.3858348,7151.6147708,-47.22893599999952,0.8322554999995191,72.09324540364668,17:37:47
192,7105.1840099,7152.4130405,-47.22903059999953,0.7982696999997643,75.16256723763625,17:37:48
193,7105.9446821,7153.1732731,-47.22859100000005,0.7602326000005633,78.92321376372908,17:37:48
194,7106.7318215,7153.9614689,-47.22964740000043,0.7881957999998122,76.12321709911966,17:37:49
195,7107.5163562,7154.7453263,-47.22897009999997,0.7838573999997607,76.54453475851388,17:37:50
196,7108.3317877,7155.5620779,-47.23029020000013,0.8167516000003161,73.46174773330934,17:37:51
197,7109.1150723,7156.3442604,-47.2291881000001,0.7821825000000899,76.70844080504627,17:37:51
198,7109.8988887,7157.1296404,-47.23075170000084,0.7853800000002593,76.39613944839465,17:37:52
199,7110.7306358,7157.9600261,-47.22939029999998,0.8303856999991694,72.2555795458183,17:37:53
200,7111.5614564,7158.7904776,-47.229021199999806,0.830451499999981,72.24985444664905,17:37:54
201,7112.3776211,7159.6079123,-47.230291199999556,0.8174347000003763,73.40035846285015,17:37:55
202,7113.1759035,7160.4046621,-47.22875860000022,0.7967497999998159,75.30594924531373,17:37:56
203,7114.01291,7161.2415303,-47.22862029999942,0.8368682000000263,71.695877558734,17:37:56
204,7114.809517,7162.0391477,-47.2296307000006,0.7976174000004903,75.2240359851266,17:37:57
205,7115.5620527,7162.791936,-47.22988329999953,0.752788299999338,79.7036829611363,17:37:58
206,7116.3490346,7163.5773686,-47.22833400000036,0.785432600000604,76.39102323987298,17:37:59
207,7117.146965,7164.3760434,-47.22907839999971,0.7986747999993895,75.12444364094856,17:38:00
208,7118.0136602,7165.243732,-47.23007179999968,0.8676886000002924,69.14923164828924,17:38:00
209,7118.8084804,7166.0382996,-47.22981919999984,0.7945675999999366,75.51276946103111,17:38:01
210,7119.6394483,7166.8686943,-47.229245999999875,0.8303947000003973,72.25479642388288,17:38:02
211,7120.4996222,7167.7280657,-47.22844350000014,0.8593713999998727,69.81847429412811,17:38:03
212,7121.3310672,7168.5612707,-47.23020350000024,0.8332049999999072,72.01108970782303,17:38:04
213,7122.1305288,7169.3598609,-47.22933209999974,0.7985902000000351,75.13240207555435,17:38:05
214,7122.961831,7170.1907413,-47.22891030000028,0.8308803999998418,72.21255911201109,17:38:05
215,7123.8243663,7171.0531937,-47.22882739999932,0.8624523999997109,69.56905679666508,17:38:06
216,7124.63843,7171.8677494,-47.22931940000035,0.8145557000007102,73.65978778363184,17:38:07
217,7125.4584863,7172.6876185,-47.229132200000095,0.819869099999778,73.18241411954207,17:38:08
218,7126.281666,7173.5101365,-47.228470500000185,0.8225179999999455,72.9467318648394,17:38:09
219,7127.1131742,7174.3419278,-47.228753600000346,0.8317913000000772,72.13347867427134,17:38:09
220,7127.928395,7175.1568084,-47.228413400000136,0.814880599999924,73.6304189840887,17:38:10
221,7128.6363491,7175.8656204,-47.22927129999971,0.7088119999998526,84.64867976277557,17:38:11
222,7129.3893364,7176.6176966,-47.22836020000068,0.7520762000003742,79.77915003821441,17:38:12
223,7130.0819627,7177.3103462,-47.228383499999836,0.6926495999996405,86.62388601687078,17:38:12
224,7130.8217215,7178.0508302,-47.229108699999415,0.740483999999924,81.0280843340385,17:38:13
225,7131.5432995,7178.7729686,-47.22966910000014,0.7221384000004036,83.08656623157897,17:38:14
226,7132.2960902,7179.5243467,-47.22825649999959,0.7513780999997834,79.85327227399533,17:38:15
227,7133.0819128,7180.3120802,-47.23016740000003,0.7877335000002859,76.16789180602098,17:38:15
228,7133.9146145,7181.143454,-47.228839499999594,0.8313737999997102,72.16970272580267,17:38:16
229,7134.682359,7181.9107125,-47.228353499999685,0.7672585000000254,78.20050217755556,17:38:17
230,7135.4651777,7182.6934351,-47.228257400000075,0.7827225999999428,76.65550988307274,17:38:18
231,7136.2515302,7183.4812077,-47.229677499999525,0.7877725999996983,76.16411131844771,17:38:19
232,7137.0359202,7184.2645924,-47.22867219999989,0.7833847000001697,76.59072228496038,17:38:19
233,7137.7762434,7185.0062453,-47.23000190000039,0.7416529000001901,80.90037806092934,17:38:20
234,7138.5448413,7185.7746501,-47.22980879999977,0.7684048000000985,78.08384330757995,17:38:21
